TargetAmount,OrderDate,ActualAmount,ProductCategory,Country
529,4/3/2015,43.97,Clothing,France
715.25,4/3/2015,2621.78,Clothing,Australia
3151,4/3/2015,2405.43,Clothing,United States
646,4/3/2015,48.95,Clothing,United Kingdom
697,4/3/2015,4177.3,Clothing,Germany
727,4/3/2015,88.97,Accessories,Canada
394.25,4/3/2015,63.98,Accessories,France
451.75,4/3/2015,669.94,Accessories,Australia
2549.5,4/3/2015,1452.21,Accessories,United States
194,4/3/2015,46.27,Accessories,United Kingdom
339.25,4/3/2015,133.96,Accessories,Germany
465.5,4/4/2015,2347.96,Bikes,Australia
2847,4/4/2015,99.46,Bikes,United States
696,4/4/2015,1700.99,Bikes,United Kingdom
765.75,4/4/2015,3082.32,Bikes,Germany
268,4/4/2015,4758.05,Bikes,Canada
495,4/4/2015,1730.43,Bikes,France
715.25,4/4/2015,628.97,Clothing,Australia
3151,4/4/2015,1350.4,Clothing,United States
646,4/4/2015,108.98,Clothing,United Kingdom
697,4/4/2015,1384.96,Clothing,Germany
299.5,4/4/2015,135.45,Clothing,Canada
529,4/4/2015,172.98,Clothing,France
451.75,4/4/2015,0,Accessories,Australia
2549.5,4/4/2015,2629.31,Accessories,United States
194,4/4/2015,2325.47,Accessories,United Kingdom
339.25,4/4/2015,846.33,Accessories,Germany
727,4/4/2015,48.95,Accessories,Canada
394.25,4/4/2015,53.99,Accessories,France
450.75,4/5/2015,0,Bikes,Germany
275.5,4/5/2015,8.99,Bikes,United Kingdom
410.75,4/5/2015,168.95,Bikes,Canada
398.25,4/5/2015,12.98,Bikes,France
374,4/5/2015,2376.75,Bikes,Australia
2289.75,4/5/2015,1396.1,Bikes,United States
1491.75,4/5/2015,5180.13,Components,Australia
353.25,4/5/2015,2.29,Clothing,Germany
497.75,4/5/2015,0,Clothing,United Kingdom
501.5,4/5/2015,43.96,Clothing,Canada
590.75,4/5/2015,43.97,Clothing,France
445,4/5/2015,2447.34,Clothing,Australia
2655.75,4/5/2015,5657.36,Clothing,United States
409,4/5/2015,53.99,Accessories,Germany
3073.75,4/5/2015,4.99,Accessories,United Kingdom
275,4/5/2015,51.57,Accessories,Canada
684.25,4/5/2015,75.48,Accessories,France
758.75,4/5/2015,4128.53,Accessories,Australia
2420.5,4/5/2015,74.87,Accessories,United States
398.25,4/6/2015,24.99,Bikes,France
2289.75,4/6/2015,7647.34,Bikes,United States
275.5,4/6/2015,4679.06,Bikes,United Kingdom
450.75,4/6/2015,8.99,Bikes,Germany
374,4/6/2015,1199.45,Bikes,Australia
410.75,4/6/2015,1122.78,Bikes,Canada
12101.25,4/6/2015,11586.17,Components,United States
675.5,4/6/2015,3162.88,Components,United Kingdom
590.75,4/6/2015,2.29,Clothing,France
2655.75,4/6/2015,7380.47,Clothing,United States
497.75,4/6/2015,0,Clothing,United Kingdom
353.25,4/6/2015,21.98,Clothing,Germany
445,4/6/2015,202.43,Clothing,Australia
501.5,4/6/2015,2047.53,Clothing,Canada
684.25,4/6/2015,4.99,Accessories,France
2420.5,4/6/2015,4228.3,Accessories,United States
3073.75,4/6/2015,0,Accessories,United Kingdom
409,4/6/2015,0,Accessories,Germany
758.75,4/6/2015,167.95,Accessories,Australia
275,4/6/2015,56.97,Accessories,Canada
2289.75,4/7/2015,1889.94,Bikes,United States
275.5,4/7/2015,1228.82,Bikes,United Kingdom
450.75,4/7/2015,56.48,Bikes,Germany
398.25,4/7/2015,777.34,Bikes,France
374,4/7/2015,1216.75,Bikes,Australia
410.75,4/7/2015,2.29,Bikes,Canada
1502.25,4/7/2015,1714.97,Components,Canada
2655.75,4/7/2015,157.72,Clothing,United States
497.75,4/7/2015,1964.95,Clothing,United Kingdom
353.25,4/7/2015,2354.98,Clothing,Germany
590.75,4/7/2015,1511.84,Clothing,France
445,4/7/2015,66.42,Clothing,Australia
501.5,4/7/2015,62.27,Clothing,Canada
2420.5,4/7/2015,2345.47,Accessories,United States
3073.75,4/7/2015,37.98,Accessories,United Kingdom
409,4/7/2015,767.34,Accessories,Germany
684.25,4/7/2015,128.96,Accessories,France
758.75,4/7/2015,2.29,Accessories,Australia
275,4/7/2015,34.98,Accessories,Canada
410.75,4/8/2015,2394.96,Bikes,Canada
2289.75,4/8/2015,5303.82,Bikes,United States
398.25,4/8/2015,3028.45,Bikes,France
450.75,4/8/2015,16.27,Bikes,Germany
374,4/8/2015,2484.62,Bikes,Australia
275.5,4/8/2015,68.96,Bikes,United Kingdom
501.5,4/8/2015,2.29,Clothing,Canada
2655.75,4/8/2015,722.17,Clothing,United States
590.75,4/8/2015,119.97,Clothing,France
353.25,4/8/2015,796.34,Clothing,Germany
445,4/8/2015,1840.53,Clothing,Australia
497.75,4/8/2015,2353.97,Clothing,United Kingdom
275,4/8/2015,0,Accessories,Canada
2420.5,4/8/2015,58.54,Accessories,United States
684.25,4/8/2015,49.99,Accessories,France
409,4/8/2015,4649.97,Accessories,Germany
758.75,4/8/2015,4574.95,Accessories,Australia
3073.75,4/8/2015,0,Accessories,United Kingdom
374,4/9/2015,127.96,Bikes,Australia
2289.75,4/9/2015,2400.24,Bikes,United States
275.5,4/9/2015,58.98,Bikes,United Kingdom
450.75,4/9/2015,73.97,Bikes,Germany
410.75,4/9/2015,64.97,Bikes,Canada
398.25,4/9/2015,1737.26,Bikes,France
1502.25,4/9/2015,1191.22,Components,Canada
445,4/9/2015,590.95,Clothing,Australia
2655.75,4/9/2015,6518.96,Clothing,United States
497.75,4/9/2015,0,Clothing,United Kingdom
353.25,4/9/2015,24.27,Clothing,Germany
501.5,4/9/2015,127.06,Clothing,Canada
590.75,4/9/2015,4153.03,Clothing,France
758.75,4/9/2015,0,Accessories,Australia
2420.5,4/9/2015,216.41,Accessories,United States
3073.75,4/9/2015,548.98,Accessories,United Kingdom
409,4/9/2015,2419.06,Accessories,Germany
275,4/9/2015,7.28,Accessories,Canada
684.25,4/9/2015,0,Accessories,France
398.25,4/10/2015,21.98,Bikes,France
410.75,4/10/2015,539.99,Bikes,Canada
374,4/10/2015,594.94,Bikes,Australia
2289.75,4/10/2015,107.25,Bikes,United States
275.5,4/10/2015,24.99,Bikes,United Kingdom
450.75,4/10/2015,77.26,Bikes,Germany
590.75,4/10/2015,63.5,Clothing,France
501.5,4/10/2015,133.46,Clothing,Canada
445,4/10/2015,2557.49,Clothing,Australia
2655.75,4/10/2015,3126,Clothing,United States
497.75,4/10/2015,1203.46,Clothing,United Kingdom
353.25,4/10/2015,1318.37,Clothing,Germany
684.25,4/10/2015,37.98,Accessories,France
275,4/10/2015,2.29,Accessories,Canada
758.75,4/10/2015,539.99,Accessories,Australia
2420.5,4/10/2015,3004.83,Accessories,United States
3073.75,4/10/2015,1164.53,Accessories,United Kingdom
409,4/10/2015,2319.48,Accessories,Germany
374,4/11/2015,699.24,Bikes,Australia
2289.75,4/11/2015,604.97,Bikes,United States
450.75,4/11/2015,2883.92,Bikes,Germany
275.5,4/11/2015,21.49,Bikes,United Kingdom
410.75,4/11/2015,51.96,Bikes,Canada
398.25,4/11/2015,62.95,Bikes,France
1289,4/11/2015,5395.89,Components,Germany
1675.5,4/11/2015,76.96,Components,United Kingdom
445,4/11/2015,3344.3,Clothing,Australia
2655.75,4/11/2015,2015.65,Clothing,United States
353.25,4/11/2015,186.77,Clothing,Germany
497.75,4/11/2015,27.28,Clothing,United Kingdom
501.5,4/11/2015,2.29,Clothing,Canada
590.75,4/11/2015,3.99,Clothing,France
758.75,4/11/2015,38.98,Accessories,Australia
2420.5,4/11/2015,8326.1,Accessories,United States
409,4/11/2015,4.99,Accessories,Germany
3073.75,4/11/2015,0,Accessories,United Kingdom
275,4/11/2015,1700.99,Accessories,Canada
684.25,4/11/2015,8.99,Accessories,France
670.75,4/12/2015,34.99,Bikes,France
467.75,4/12/2015,0,Bikes,Germany
604,4/12/2015,2348.98,Bikes,United Kingdom
337.5,4/12/2015,2453.62,Bikes,Canada
294.5,4/12/2015,758.62,Bikes,Australia
2956.25,4/12/2015,1457.02,Bikes,United States
635.25,4/12/2015,1319.4,Components,Australia
769.5,4/12/2015,26.48,Clothing,France
732.75,4/12/2015,2408.74,Clothing,Germany
618.5,4/12/2015,47.93,Clothing,United Kingdom
756,4/12/2015,1478.08,Clothing,Canada
668.75,4/12/2015,1477.44,Clothing,Australia
2012.75,4/12/2015,4127.94,Clothing,United States
436.25,4/12/2015,0,Accessories,France
636.5,4/12/2015,1755.97,Accessories,Germany
0,4/12/2015,823.47,Accessories,United Kingdom
534,4/12/2015,54.98,Accessories,Canada
62.75,4/12/2015,79.48,Accessories,Australia
2838.25,4/12/2015,131.47,Accessories,United States
337.5,4/13/2015,54.98,Bikes,Canada
2956.25,4/13/2015,2716.68,Bikes,United States
670.75,4/13/2015,18.97,Bikes,France
604,4/13/2015,2386.92,Bikes,United Kingdom
467.75,4/13/2015,58.98,Bikes,Germany
294.5,4/13/2015,11.28,Bikes,Australia
1615,4/13/2015,3987.07,Components,United Kingdom
1299.25,4/13/2015,5266.5,Components,Germany
756,4/13/2015,24.49,Clothing,Canada
2012.75,4/13/2015,131.11,Clothing,United States
769.5,4/13/2015,0,Clothing,France
618.5,4/13/2015,1316.33,Clothing,United Kingdom
732.75,4/13/2015,49.99,Clothing,Germany
668.75,4/13/2015,0,Clothing,Australia
534,4/13/2015,0,Accessories,Canada
2838.25,4/13/2015,242.97,Accessories,United States
436.25,4/13/2015,9.99,Accessories,France
0,4/13/2015,34.99,Accessories,United Kingdom
636.5,4/13/2015,0,Accessories,Germany
62.75,4/13/2015,49.97,Accessories,Australia
604,4/14/2015,1208.96,Bikes,United Kingdom
670.75,4/14/2015,2352.97,Bikes,France
2956.25,4/14/2015,2751.2,Bikes,United States
467.75,4/14/2015,1218.84,Bikes,Germany
294.5,4/14/2015,3564.83,Bikes,Australia
337.5,4/14/2015,3264.92,Bikes,Canada
618.5,4/14/2015,2468.34,Clothing,United Kingdom
769.5,4/14/2015,51.77,Clothing,France
2012.75,4/14/2015,7009.67,Clothing,United States
732.75,4/14/2015,1155.48,Clothing,Germany
668.75,4/14/2015,1800.96,Clothing,Australia
756,4/14/2015,657.01,Clothing,Canada
0,4/14/2015,43.98,Accessories,United Kingdom
436.25,4/14/2015,4.99,Accessories,France
2838.25,4/14/2015,4924.08,Accessories,United States
636.5,4/14/2015,32.6,Accessories,Germany
62.75,4/14/2015,2299.98,Accessories,Australia
534,4/14/2015,149.97,Accessories,Canada
337.5,4/15/2015,2414.55,Bikes,Canada
670.75,4/15/2015,1729.45,Bikes,France
2956.25,4/15/2015,4237.88,Bikes,United States
467.75,4/15/2015,51.48,Bikes,Germany
604,4/15/2015,34.99,Bikes,United Kingdom
294.5,4/15/2015,20.27,Bikes,Australia
13163.25,4/15/2015,10184.65,Components,United States
756,4/15/2015,69.99,Clothing,Canada
769.5,4/15/2015,21.49,Clothing,France
2012.75,4/15/2015,2789.27,Clothing,United States
732.75,4/15/2015,539.99,Clothing,Germany
618.5,4/15/2015,620.95,Clothing,United Kingdom
668.75,4/15/2015,804.28,Clothing,Australia
534,4/15/2015,3.99,Accessories,Canada
436.25,4/15/2015,30.48,Accessories,France
2838.25,4/15/2015,298.12,Accessories,United States
636.5,4/15/2015,34.99,Accessories,Germany
0,4/15/2015,0,Accessories,United Kingdom
62.75,4/15/2015,1869.21,Accessories,Australia
294.5,4/16/2015,92.97,Bikes,Australia
2956.25,4/16/2015,3134.13,Bikes,United States
604,4/16/2015,34.99,Bikes,United Kingdom
467.75,4/16/2015,2986.45,Bikes,Germany
670.75,4/16/2015,63.98,Bikes,France
337.5,4/16/2015,44.97,Bikes,Canada
668.75,4/16/2015,2459.04,Clothing,Australia
2012.75,4/16/2015,1818.45,Clothing,United States
618.5,4/16/2015,2389.06,Clothing,United Kingdom
732.75,4/16/2015,25.48,Clothing,Germany
769.5,4/16/2015,801.33,Clothing,France
756,4/16/2015,70.46,Clothing,Canada
62.75,4/16/2015,3566.13,Accessories,Australia
2838.25,4/16/2015,867.95,Accessories,United States
0,4/16/2015,49.99,Accessories,United Kingdom
636.5,4/16/2015,54.99,Accessories,Germany
436.25,4/16/2015,4.99,Accessories,France
534,4/16/2015,4.99,Accessories,Canada
467.75,4/17/2015,34.99,Bikes,Germany
337.5,4/17/2015,7.28,Bikes,Canada
670.75,4/17/2015,37.98,Bikes,France
294.5,4/17/2015,68.98,Bikes,Australia
604,4/17/2015,9.99,Bikes,United Kingdom
2956.25,4/17/2015,714.92,Bikes,United States
732.75,4/17/2015,48.97,Clothing,Germany
756,4/17/2015,62.28,Clothing,Canada
769.5,4/17/2015,39.98,Clothing,France
668.75,4/17/2015,3050.25,Clothing,Australia
618.5,4/17/2015,120,Clothing,United Kingdom
2012.75,4/17/2015,8848.58,Clothing,United States
636.5,4/17/2015,539.99,Accessories,Germany
534,4/17/2015,153.95,Accessories,Canada
436.25,4/17/2015,0,Accessories,France
62.75,4/17/2015,83.97,Accessories,Australia
0,4/17/2015,53.99,Accessories,United Kingdom
2838.25,4/17/2015,1779.43,Accessories,United States
294.5,4/18/2015,6919.44,Bikes,Australia
2956.25,4/18/2015,2696.37,Bikes,United States
467.75,4/18/2015,3153.56,Bikes,Germany
604,4/18/2015,2024.32,Bikes,United Kingdom
670.75,4/18/2015,49.99,Bikes,France
337.5,4/18/2015,2393.06,Bikes,Canada
668.75,4/18/2015,2929.92,Clothing,Australia
2012.75,4/18/2015,2767.44,Clothing,United States
732.75,4/18/2015,72.97,Clothing,Germany
618.5,4/18/2015,7221.48,Clothing,United Kingdom
769.5,4/18/2015,153.48,Clothing,France
756,4/18/2015,34.98,Clothing,Canada
62.75,4/18/2015,2363.95,Accessories,Australia
2838.25,4/18/2015,2942.14,Accessories,United States
636.5,4/18/2015,29.99,Accessories,Germany
0,4/18/2015,70.26,Accessories,United Kingdom
436.25,4/18/2015,4.99,Accessories,France
534,4/18/2015,119.98,Accessories,Canada
2768,4/19/2015,160.5,Bikes,United States
343.5,4/19/2015,29.99,Bikes,United Kingdom
613.5,4/19/2015,641.94,Bikes,France
306,4/19/2015,4376.81,Bikes,Germany
309.25,4/19/2015,592.27,Bikes,Australia
404.5,4/19/2015,87.26,Bikes,Canada
3187.5,4/19/2015,4664.13,Clothing,United States
446.25,4/19/2015,2989.8,Clothing,United Kingdom
693.5,4/19/2015,2476.04,Clothing,France
477.5,4/19/2015,2313.97,Clothing,Germany
281.5,4/19/2015,34.89,Clothing,Australia
410.5,4/19/2015,98.95,Clothing,Canada
2015.5,4/19/2015,8856.91,Accessories,United States
2104.75,4/19/2015,13.98,Accessories,United Kingdom
373.75,4/19/2015,2449.04,Accessories,France
434.5,4/19/2015,34.99,Accessories,Germany
309.75,4/19/2015,94.98,Accessories,Australia
611.75,4/19/2015,8.99,Accessories,Canada
404.5,4/20/2015,9.99,Bikes,Canada
343.5,4/20/2015,34.99,Bikes,United Kingdom
2768,4/20/2015,1561,Bikes,United States
613.5,4/20/2015,182.97,Bikes,France
306,4/20/2015,4.99,Bikes,Germany
309.25,4/20/2015,3684.85,Bikes,Australia
12584,4/20/2015,988.85,Components,United States
1432.75,4/20/2015,1471.2,Components,France
410.5,4/20/2015,4806.34,Clothing,Canada
446.25,4/20/2015,547.27,Clothing,United Kingdom
3187.5,4/20/2015,830.96,Clothing,United States
693.5,4/20/2015,1766.95,Clothing,France
477.5,4/20/2015,0,Clothing,Germany
281.5,4/20/2015,138.94,Clothing,Australia
611.75,4/20/2015,22.97,Accessories,Canada
2104.75,4/20/2015,49.99,Accessories,United Kingdom
2015.5,4/20/2015,802.33,Accessories,United States
373.75,4/20/2015,2419.06,Accessories,France
434.5,4/20/2015,0,Accessories,Germany
309.75,4/20/2015,4808.28,Accessories,Australia
2768,4/21/2015,273.7,Bikes,United States
613.5,4/21/2015,0,Bikes,France
306,4/21/2015,0,Bikes,Germany
343.5,4/21/2015,39.98,Bikes,United Kingdom
309.25,4/21/2015,2448.04,Bikes,Australia
404.5,4/21/2015,3158.55,Bikes,Canada
3187.5,4/21/2015,1986.15,Clothing,United States
693.5,4/21/2015,8.99,Clothing,France
477.5,4/21/2015,8.99,Clothing,Germany
446.25,4/21/2015,2.29,Clothing,United Kingdom
281.5,4/21/2015,2012.91,Clothing,Australia
410.5,4/21/2015,2364.98,Clothing,Canada
2015.5,4/21/2015,2480.33,Accessories,United States
373.75,4/21/2015,0,Accessories,France
434.5,4/21/2015,0,Accessories,Germany
2104.75,4/21/2015,49.98,Accessories,United Kingdom
309.75,4/21/2015,4954.37,Accessories,Australia
611.75,4/21/2015,202.47,Accessories,Canada
404.5,4/22/2015,671.94,Bikes,Canada
613.5,4/22/2015,1332.81,Bikes,France
309.25,4/22/2015,2513.33,Bikes,Australia
2768,4/22/2015,214.95,Bikes,United States
306,4/22/2015,8.98,Bikes,Germany
343.5,4/22/2015,0,Bikes,United Kingdom
410.5,4/22/2015,207.92,Clothing,Canada
693.5,4/22/2015,33.98,Clothing,France
281.5,4/22/2015,3739.67,Clothing,Australia
3187.5,4/22/2015,5948.47,Clothing,United States
477.5,4/22/2015,63.97,Clothing,Germany
446.25,4/22/2015,589.96,Clothing,United Kingdom
611.75,4/22/2015,74.98,Accessories,Canada
373.75,4/22/2015,34.99,Accessories,France
309.75,4/22/2015,742.35,Accessories,Australia
2015.5,4/22/2015,4020.98,Accessories,United States
434.5,4/22/2015,2419.06,Accessories,Germany
2104.75,4/22/2015,4.99,Accessories,United Kingdom
309.25,4/23/2015,2736.08,Bikes,Australia
343.5,4/23/2015,4.99,Bikes,United Kingdom
2768,4/23/2015,235,Bikes,United States
306,4/23/2015,114.46,Bikes,Germany
404.5,4/23/2015,48.97,Bikes,Canada
613.5,4/23/2015,608.48,Bikes,France
1317.5,4/23/2015,6984.02,Components,Germany
281.5,4/23/2015,2343.24,Clothing,Australia
446.25,4/23/2015,2317.95,Clothing,United Kingdom
3187.5,4/23/2015,953.59,Clothing,United States
477.5,4/23/2015,0,Clothing,Germany
410.5,4/23/2015,2494.04,Clothing,Canada
693.5,4/23/2015,2398.22,Clothing,France
309.75,4/23/2015,2946.93,Accessories,Australia
2104.75,4/23/2015,1120.49,Accessories,United Kingdom
2015.5,4/23/2015,3302.5,Accessories,United States
434.5,4/23/2015,0,Accessories,Germany
611.75,4/23/2015,0,Accessories,Canada
373.75,4/23/2015,2379.97,Accessories,France
306,4/24/2015,2379.97,Bikes,Germany
343.5,4/24/2015,63.99,Bikes,United Kingdom
613.5,4/24/2015,46.96,Bikes,France
404.5,4/24/2015,19.97,Bikes,Canada
309.25,4/24/2015,283.8,Bikes,Australia
2768,4/24/2015,136.2,Bikes,United States
1720.25,4/24/2015,6738.29,Components,Australia
477.5,4/24/2015,2443.35,Clothing,Germany
446.25,4/24/2015,6920.04,Clothing,United Kingdom
693.5,4/24/2015,4.99,Clothing,France
410.5,4/24/2015,113.97,Clothing,Canada
281.5,4/24/2015,6238.44,Clothing,Australia
3187.5,4/24/2015,3040.52,Clothing,United States
434.5,4/24/2015,0,Accessories,Germany
2104.75,4/24/2015,2389.06,Accessories,United Kingdom
373.75,4/24/2015,13.98,Accessories,France
611.75,4/24/2015,0,Accessories,Canada
309.75,4/24/2015,55.25,Accessories,Australia
2015.5,4/24/2015,3469.03,Accessories,United States
2768,4/25/2015,4071.83,Bikes,United States
613.5,4/25/2015,172.88,Bikes,France
306,4/25/2015,574.98,Bikes,Germany
343.5,4/25/2015,4716.23,Bikes,United Kingdom
309.25,4/25/2015,4339.75,Bikes,Australia
404.5,4/25/2015,64.47,Bikes,Canada
12584,4/25/2015,4926.53,Components,United States
1432.75,4/25/2015,2568.76,Components,France
1317.5,4/25/2015,616.42,Components,Germany
1757,4/25/2015,69.18,Components,United Kingdom
3187.5,4/25/2015,3662.39,Clothing,United States
693.5,4/25/2015,37.28,Clothing,France
477.5,4/25/2015,8.99,Clothing,Germany
446.25,4/25/2015,34.99,Clothing,United Kingdom
281.5,4/25/2015,5001.23,Clothing,Australia
410.5,4/25/2015,34.99,Clothing,Canada
2015.5,4/25/2015,118.25,Accessories,United States
373.75,4/25/2015,548.98,Accessories,France
434.5,4/25/2015,578.97,Accessories,Germany
2104.75,4/25/2015,54.99,Accessories,United Kingdom
309.75,4/25/2015,4986.86,Accessories,Australia
611.75,4/25/2015,52.28,Accessories,Canada
343.5,4/26/2015,54.98,Bikes,United Kingdom
2768,4/26/2015,4471.56,Bikes,United States
613.5,4/26/2015,48.27,Bikes,France
306,4/26/2015,2840.96,Bikes,Germany
309.25,4/26/2015,7038.29,Bikes,Australia
404.5,4/26/2015,0,Bikes,Canada
446.25,4/26/2015,94.97,Clothing,United Kingdom
3187.5,4/26/2015,5440.76,Clothing,United States
693.5,4/26/2015,0,Clothing,France
477.5,4/26/2015,799.48,Clothing,Germany
281.5,4/26/2015,2874.97,Clothing,Australia
410.5,4/26/2015,193.44,Clothing,Canada
2104.75,4/26/2015,0,Accessories,United Kingdom
2015.5,4/26/2015,5928.81,Accessories,United States
373.75,4/26/2015,2294.99,Accessories,France
434.5,4/26/2015,0,Accessories,Germany
309.75,4/26/2015,813.31,Accessories,Australia
611.75,4/26/2015,1722.97,Accessories,Canada
404.5,4/27/2015,2946.55,Bikes,Canada
2768,4/27/2015,2620.5,Bikes,United States
613.5,4/27/2015,2363.97,Bikes,France
306,4/27/2015,1783.44,Bikes,Germany
309.25,4/27/2015,6621.28,Bikes,Australia
343.5,4/27/2015,2319.99,Bikes,United Kingdom
12584,4/27/2015,20784.62,Components,United States
410.5,4/27/2015,198.96,Clothing,Canada
3187.5,4/27/2015,147.46,Clothing,United States
693.5,4/27/2015,2344.21,Clothing,France
477.5,4/27/2015,13.98,Clothing,Germany
281.5,4/27/2015,3914.18,Clothing,Australia
446.25,4/27/2015,0,Clothing,United Kingdom
611.75,4/27/2015,196.48,Accessories,Canada
2015.5,4/27/2015,2451.04,Accessories,United States
373.75,4/27/2015,32.98,Accessories,France
434.5,4/27/2015,4.99,Accessories,Germany
309.75,4/27/2015,852.8,Accessories,Australia
2104.75,4/27/2015,0,Accessories,United Kingdom
752.75,4/28/2015,6115.71,Bikes,Australia
2745.5,4/28/2015,3617.28,Bikes,United States
458,4/28/2015,621.96,Bikes,United Kingdom
526,4/28/2015,4777.04,Bikes,Germany
547.25,4/28/2015,64.88,Bikes,Canada
516.75,4/28/2015,0,Bikes,France
1765,4/28/2015,1936.82,Components,Germany
614,4/28/2015,3963.1,Components,Canada
546.5,4/28/2015,298.83,Clothing,Australia
2692.25,4/28/2015,4796.89,Clothing,United States
298,4/28/2015,126.94,Clothing,United Kingdom
668.75,4/28/2015,108.95,Clothing,Germany
612.75,4/28/2015,73.46,Clothing,Canada
755.25,4/28/2015,0,Clothing,France
0,4/28/2015,76.45,Accessories,Australia
2956.5,4/28/2015,1884.87,Accessories,United States
0,4/28/2015,240.52,Accessories,United Kingdom
219.5,4/28/2015,0,Accessories,Germany
695,4/28/2015,2969.05,Accessories,Canada
663.75,4/28/2015,0,Accessories,France
547.25,4/29/2015,3204.44,Bikes,Canada
516.75,4/29/2015,1721.84,Bikes,France
752.75,4/29/2015,174.54,Bikes,Australia
458,4/29/2015,709.98,Bikes,United Kingdom
2745.5,4/29/2015,2440.22,Bikes,United States
526,4/29/2015,84.98,Bikes,Germany
612.75,4/29/2015,1252.44,Clothing,Canada
755.25,4/29/2015,21.26,Clothing,France
546.5,4/29/2015,4728.86,Clothing,Australia
298,4/29/2015,77.96,Clothing,United Kingdom
2692.25,4/29/2015,3389,Clothing,United States
668.75,4/29/2015,0,Clothing,Germany
695,4/29/2015,0,Accessories,Canada
663.75,4/29/2015,3123.25,Accessories,France
0,4/29/2015,50.57,Accessories,Australia
0,4/29/2015,2299.98,Accessories,United Kingdom
2956.5,4/29/2015,180.98,Accessories,United States
219.5,4/29/2015,0,Accessories,Germany
767.25,4/30/2015,4956.58,Bikes,Australia
2557.25,4/30/2015,2763.91,Bikes,United States
364.25,4/30/2015,1745.96,Bikes,Germany
732.5,4/30/2015,3606.78,Bikes,United Kingdom
614.25,4/30/2015,108.96,Bikes,Canada
459.75,4/30/2015,88.98,Bikes,France
694.25,4/30/2015,1251.43,Clothing,Australia
3331.5,4/30/2015,4080.69,Clothing,United States
413.25,4/30/2015,22.97,Clothing,Germany
660.75,4/30/2015,4709.94,Clothing,United Kingdom
802,4/30/2015,81.57,Clothing,Canada
679.25,4/30/2015,7.28,Clothing,France
0,4/30/2015,2324.98,Accessories,Australia
2133.5,4/30/2015,2414.96,Accessories,United States
0,4/30/2015,68.49,Accessories,Germany
0,4/30/2015,2316.48,Accessories,United Kingdom
772.75,4/30/2015,34.99,Accessories,Canada
296.5,4/30/2015,4.99,Accessories,France
2557.25,5/1/2015,5016.08,Bikes,United States
459.75,5/1/2015,674.42,Bikes,France
364.25,5/1/2015,2924.96,Bikes,Germany
732.5,5/1/2015,0,Bikes,United Kingdom
767.25,5/1/2015,2683.77,Bikes,Australia
614.25,5/1/2015,134.23,Bikes,Canada
1410.25,5/1/2015,9990.95,Components,France
783.25,5/1/2015,4023.37,Components,Germany
3331.5,5/1/2015,6557.38,Clothing,United States
679.25,5/1/2015,8.99,Clothing,France
413.25,5/1/2015,4025.92,Clothing,Germany
660.75,5/1/2015,1133.47,Clothing,United Kingdom
694.25,5/1/2015,6532.96,Clothing,Australia
802,5/1/2015,64.97,Clothing,Canada
2133.5,5/1/2015,4714.44,Accessories,United States
296.5,5/1/2015,9.99,Accessories,France
0,5/1/2015,4148.45,Accessories,Germany
0,5/1/2015,608.96,Accessories,United Kingdom
0,5/1/2015,1775.96,Accessories,Australia
772.75,5/1/2015,24.97,Accessories,Canada
732.5,5/2/2015,24.99,Bikes,United Kingdom
2557.25,5/2/2015,1360.19,Bikes,United States
459.75,5/2/2015,1141.98,Bikes,France
364.25,5/2/2015,1129.48,Bikes,Germany
767.25,5/2/2015,2390.35,Bikes,Australia
614.25,5/2/2015,157.05,Bikes,Canada
2453.75,5/2/2015,2700.63,Components,Canada
660.75,5/2/2015,28.99,Clothing,United Kingdom
3331.5,5/2/2015,2419.63,Clothing,United States
679.25,5/2/2015,24.99,Clothing,France
413.25,5/2/2015,42.94,Clothing,Germany
694.25,5/2/2015,212.05,Clothing,Australia
802,5/2/2015,2393.45,Clothing,Canada
0,5/2/2015,0,Accessories,United Kingdom
2133.5,5/2/2015,1430.16,Accessories,United States
296.5,5/2/2015,0,Accessories,France
0,5/2/2015,0,Accessories,Germany
0,5/2/2015,34.99,Accessories,Australia
772.75,5/2/2015,71.58,Accessories,Canada
614.25,5/3/2015,71.97,Bikes,Canada
459.75,5/3/2015,34.99,Bikes,France
2557.25,5/3/2015,6281.05,Bikes,United States
364.25,5/3/2015,2596.59,Bikes,Germany
732.5,5/3/2015,1819.52,Bikes,United Kingdom
767.25,5/3/2015,1295.88,Bikes,Australia
1410.25,5/3/2015,748.91,Components,France
802,5/3/2015,64.99,Clothing,Canada
679.25,5/3/2015,769.49,Clothing,France
3331.5,5/3/2015,4009.89,Clothing,United States
413.25,5/3/2015,3110.31,Clothing,Germany
660.75,5/3/2015,3678.69,Clothing,United Kingdom
694.25,5/3/2015,90.95,Clothing,Australia
772.75,5/3/2015,73.48,Accessories,Canada
296.5,5/3/2015,0,Accessories,France
2133.5,5/3/2015,930.75,Accessories,United States
0,5/3/2015,2545.36,Accessories,Germany
0,5/3/2015,2429.97,Accessories,United Kingdom
0,5/3/2015,777.34,Accessories,Australia
2557.25,5/4/2015,1367.45,Bikes,United States
767.25,5/4/2015,1180.47,Bikes,Australia
364.25,5/4/2015,2486.32,Bikes,Germany
732.5,5/4/2015,1748.25,Bikes,United Kingdom
614.25,5/4/2015,71.46,Bikes,Canada
459.75,5/4/2015,767.34,Bikes,France
