SalesOrderNumber,OrderDate,ItemsSold,SalesAmount,Country,ProductsEnum
SO73173,6/17/2015,3,1728.27,United States,2
SO73174,6/17/2015,3,1714.97,United Kingdom,1
SO73175,6/17/2015,2,1174.48,United Kingdom,2
SO73176,6/17/2015,3,1164.47,Germany,3
SO73177,6/17/2015,2,2419.06,France,1
SO73178,6/17/2015,1,742.35,Australia,1
SO73179,6/17/2015,2,2393.06,Australia,2
SO73180,6/17/2015,3,2443.55,Australia,2
SO73181,6/17/2015,3,553.97,Australia,2
SO73182,6/17/2015,4,588.96,Australia,1
SO73183,6/17/2015,3,599.47,Australia,2
SO73184,6/18/2015,1,1700.99,Australia,2
SO73185,6/18/2015,1,120,Canada,1
SO73186,6/18/2015,1,7.95,Canada,2
SO73187,6/18/2015,1,21.49,Australia,2
SO73188,6/18/2015,2,12.94,Australia,1
SO73189,6/18/2015,4,2433.96,France,1
SO73190,6/18/2015,1,2443.35,Germany,2
SO73191,6/18/2015,4,806.76,Germany,2
SO73192,6/18/2015,3,2344.26,France,1
SO73193,6/18/2015,2,589.98,United Kingdom,1
SO73194,6/18/2015,1,3.99,United States,2
SO73195,6/18/2015,2,54.98,United States,2
SO73196,6/18/2015,2,28.98,United States,2
SO73197,6/18/2015,3,41.93,Canada,2
SO73198,6/18/2015,2,27.28,Canada,2
SO73199,6/18/2015,2,36.59,Canada,1
SO73200,6/18/2015,3,91.58,United States,4
SO73201,6/18/2015,1,32.6,Canada,1
SO73202,6/18/2015,3,195.59,Canada,2
SO73203,6/18/2015,3,37.27,United States,2
SO73204,6/18/2015,1,29.99,United States,2
SO73205,6/18/2015,3,56.96,United States,1
SO73206,6/18/2015,1,9.99,Canada,2
SO73207,6/18/2015,2,78.98,Canada,2
SO73208,6/18/2015,2,13.98,United States,2
SO73209,6/18/2015,2,39.98,United States,1
SO73210,6/18/2015,3,166.28,United States,1
SO73211,6/18/2015,3,64.47,Canada,2
SO73212,6/18/2015,1,35,Germany,2
SO73213,6/18/2015,3,149.98,United Kingdom,1
SO73214,6/18/2015,2,38.98,Germany,2
SO73215,6/18/2015,3,42.93,United Kingdom,1
SO73216,6/18/2015,3,48.97,France,1
SO73217,6/18/2015,2,38.98,United Kingdom,1
SO73218,6/18/2015,2,7.28,Germany,2
SO73219,6/18/2015,2,37.29,Canada,2
SO73220,6/18/2015,3,74.98,United States,2
SO73221,6/18/2015,1,21.98,United States,2
SO73222,6/18/2015,1,8.99,Germany,2
SO73223,6/18/2015,1,8.99,United Kingdom,3
SO73224,6/18/2015,1,49.99,United Kingdom,3
SO73225,6/18/2015,5,645.94,United States,1
SO73226,6/18/2015,3,2325.96,United States,2
SO73227,6/18/2015,5,2397.95,Canada,2
SO73228,6/18/2015,2,2341.97,United States,1
SO73229,6/18/2015,3,846.46,Canada,1
SO73230,6/18/2015,3,828.97,United States,2
SO73231,6/18/2015,2,777.44,United States,3
SO73232,6/18/2015,5,2345.22,United States,1
SO73233,6/18/2015,4,2369.97,United States,2
SO73234,6/18/2015,2,2297.28,United States,2
SO73235,6/18/2015,2,777.34,France,2
SO73236,6/18/2015,4,2420.34,United Kingdom,1
SO73237,6/18/2015,2,1735.98,Australia,2
SO73238,6/18/2015,2,1155.48,Australia,2
SO73239,6/18/2015,1,539.99,Australia,1
SO73240,6/18/2015,2,1223.84,United States,1
SO73241,6/18/2015,3,2382.93,Australia,1
SO73242,6/18/2015,2,750.3,United States,1
SO73243,6/18/2015,4,2433.04,United States,1
SO73244,6/18/2015,4,600.46,United States,1
SO73245,6/18/2015,3,1179.47,Canada,2
SO73246,6/18/2015,2,1155.48,United States,2
SO73247,6/18/2015,2,1735.98,United States,2
SO73248,6/18/2015,4,1810.46,United States,2
SO73249,6/18/2015,2,1735.98,United Kingdom,2
SO73250,6/18/2015,2,1735.98,France,2
SO73251,6/18/2015,2,1174.48,Germany,3
SO73252,6/18/2015,2,574.98,Germany,1
SO73253,6/18/2015,1,742.35,Australia,1
SO73254,6/18/2015,2,2393.06,Australia,2
SO73255,6/18/2015,1,539.99,Australia,1
SO73256,6/19/2015,2,2393.06,Australia,2
SO73257,6/19/2015,1,120,Canada,2
SO73258,6/19/2015,1,7.95,United States,2
SO73259,6/19/2015,3,178.98,United States,2
SO73260,6/19/2015,3,60.47,Australia,2
SO73261,6/19/2015,3,61.96,Australia,1
SO73263,6/19/2015,1,8.99,Australia,2
SO73264,6/19/2015,1,54.99,Australia,2
SO73265,6/19/2015,4,2334.46,France,2
SO73266,6/19/2015,2,819.48,United Kingdom,2
SO73267,6/19/2015,2,2329.98,France,1
SO73268,6/19/2015,3,2319.26,France,2
SO73269,6/19/2015,3,2309.97,France,2
SO73270,6/19/2015,2,2354.99,United Kingdom,1
SO73271,6/19/2015,3,2364.98,United Kingdom,2
SO73272,6/19/2015,1,53.99,United States,1
SO73273,6/19/2015,1,2.29,United States,3
SO73274,6/19/2015,1,28.99,Canada,2
SO73275,6/19/2015,3,69.97,Canada,2
SO73276,6/19/2015,3,69.97,Canada,2
SO73277,6/19/2015,2,93.49,Canada,1
SO73278,6/19/2015,1,9.99,United States,2
SO73279,6/19/2015,3,49.97,United States,2
SO73280,6/19/2015,2,119.98,Canada,1
SO73281,6/19/2015,2,78.98,Canada,1
SO73282,6/19/2015,1,69.99,United States,2
SO73283,6/19/2015,2,78.98,United States,1
SO73284,6/19/2015,1,69.99,Canada,2
SO73285,6/19/2015,1,4.99,United States,2
SO73286,6/19/2015,1,4.99,United States,2
SO73287,6/19/2015,2,7.28,United States,2
SO73288,6/19/2015,5,50.94,United States,1
SO73289,6/19/2015,3,89.97,Canada,2
SO73290,6/19/2015,1,21.98,Canada,2
SO73291,6/19/2015,2,34.89,France,1
SO73292,6/19/2015,4,114.96,France,2
SO73293,6/19/2015,3,22.93,France,2
SO73294,6/19/2015,2,6.28,United Kingdom,2
SO73295,6/19/2015,1,4.99,France,2
SO73296,6/19/2015,2,59.98,United Kingdom,2
SO73297,6/19/2015,2,39.98,Germany,2
SO73298,6/19/2015,1,21.98,United States,1
SO73299,6/19/2015,3,96.46,United States,1
SO73300,6/19/2015,3,74.98,Canada,2
SO73301,6/19/2015,3,86.96,United States,1
SO73302,6/19/2015,4,2487.89,United States,1
SO73303,6/19/2015,5,2411.94,United States,1
SO73304,6/19/2015,3,2376.96,United States,1
SO73305,6/19/2015,4,2318.96,United States,2
SO73306,6/19/2015,1,769.49,United States,1
SO73307,6/19/2015,4,806.76,United States,2
SO73308,6/19/2015,2,2322.28,United States,1
SO73309,6/19/2015,4,2422.54,United Kingdom,1
SO73310,6/19/2015,2,1754.98,Australia,2
SO73311,6/19/2015,2,1174.48,Australia,1
SO73312,6/19/2015,1,1120.49,Australia,4
SO73313,6/19/2015,3,784.47,Australia,2
SO73314,6/19/2015,2,1243.84,United States,2
SO73315,6/19/2015,3,756.33,United States,1
SO73316,6/19/2015,3,1299.83,United States,2
SO73317,6/19/2015,5,1259.07,United States,1
SO73318,6/19/2015,4,556.26,United States,2
SO73319,6/19/2015,2,574.98,United States,2
SO73320,6/19/2015,4,1158.46,United States,2
SO73321,6/19/2015,3,1763.97,United States,2
SO73322,6/19/2015,3,1744.97,United Kingdom,2
SO73323,6/19/2015,2,1735.98,France,2
SO73324,6/19/2015,4,1169.46,United Kingdom,1
SO73325,6/19/2015,2,1174.48,United Kingdom,2
SO73326,6/19/2015,1,1120.49,France,2
SO73327,6/19/2015,1,539.99,Germany,3
SO73328,6/19/2015,3,563.77,United Kingdom,1
SO73329,6/19/2015,1,539.99,Germany,1
SO73330,6/19/2015,4,588.96,Germany,2
SO73331,6/19/2015,3,2428.05,United Kingdom,1
SO73332,6/19/2015,4,2452.04,United Kingdom,1
SO73333,6/19/2015,1,742.35,Australia,1
SO73334,6/19/2015,2,2393.06,Australia,2
SO73335,6/19/2015,2,2393.06,Australia,2
SO73336,6/19/2015,2,1249.84,Australia,1
SO73337,6/19/2015,3,2447.05,Australia,1
SO73338,6/20/2015,2,2419.06,Australia,2
SO73339,6/20/2015,3,69.97,Australia,1
SO73340,6/20/2015,3,31.27,Australia,1
SO73341,6/20/2015,3,60.47,Australia,2
SO73342,6/20/2015,3,64.47,Australia,1
SO73343,6/20/2015,3,17.27,Australia,1
SO73344,6/20/2015,1,53.99,Australia,1
SO73346,6/20/2015,1,24.49,Australia,2
SO73347,6/20/2015,4,2344.96,France,2
SO73348,6/20/2015,5,2372.95,France,1
SO73349,6/20/2015,2,2329.98,United Kingdom,2
SO73350,6/20/2015,4,2369.96,Germany,1
SO73351,6/20/2015,2,2354.98,France,2
SO73352,6/20/2015,3,15.23,Canada,3
SO73353,6/20/2015,2,39.98,Canada,1
SO73354,6/20/2015,4,54.25,United States,1
SO73355,6/20/2015,2,27.28,United States,1
SO73356,6/20/2015,3,49.97,United States,1
SO73357,6/20/2015,2,78.98,United States,1
SO73358,6/20/2015,2,119.98,United States,2
SO73359,6/20/2015,2,133.49,Canada,2
SO73360,6/20/2015,2,39.98,United States,1
SO73361,6/20/2015,2,26.97,United States,1
SO73362,6/20/2015,1,21.98,United States,3
SO73363,6/20/2015,2,56.97,United States,2
SO73364,6/20/2015,3,96.46,Germany,2
SO73365,6/20/2015,1,21.98,United Kingdom,2
SO73366,6/20/2015,2,39.98,United Kingdom,2
SO73367,6/20/2015,3,48.97,Germany,1
SO73368,6/20/2015,3,37.27,United Kingdom,2
SO73369,6/20/2015,2,29.98,United Kingdom,2
SO73370,6/20/2015,2,11.94,United Kingdom,1
SO73371,6/20/2015,4,44.22,France,1
SO73372,6/20/2015,3,88.97,United Kingdom,2
SO73373,6/20/2015,1,4.99,France,1
SO73374,6/20/2015,2,39.98,France,2
SO73375,6/20/2015,3,45.24,Canada,1
SO73376,6/20/2015,2,39.99,United States,1
SO73377,6/20/2015,2,618.98,United States,4
SO73378,6/20/2015,5,2397.91,United States,2
SO73379,6/20/2015,3,2351.96,United States,1
SO73380,6/20/2015,2,2329.99,United States,2
SO73381,6/20/2015,2,751.34,United Kingdom,1
SO73382,6/20/2015,3,801.33,United Kingdom,2
SO73383,6/20/2015,1,742.35,Germany,2
SO73384,6/20/2015,3,2351.96,Australia,1
SO73385,6/20/2015,2,2475.95,Australia,1
SO73386,6/20/2015,1,34.99,Australia,4
SO73387,6/20/2015,3,31.27,Australia,2
SO73388,6/20/2015,2,1735.98,Australia,3
SO73389,6/20/2015,4,1184.46,Australia,2
SO73390,6/20/2015,3,565.47,Australia,1
SO73391,6/20/2015,1,1120.49,Australia,4
SO73392,6/20/2015,2,1174.48,Australia,1
SO73393,6/20/2015,2,2297.28,Australia,1
SO73394,6/20/2015,1,21.98,Australia,2
SO73395,6/20/2015,1,2319.99,Australia,3
SO73396,6/20/2015,2,2419.06,United States,2
SO73397,6/20/2015,4,765.32,United States,1
SO73398,6/20/2015,2,777.34,Canada,2
SO73399,6/20/2015,4,2407.04,United States,1
SO73400,6/20/2015,3,2469.05,United States,1
SO73401,6/20/2015,2,574.98,United States,2
SO73402,6/20/2015,2,548.98,United States,1
SO73403,6/20/2015,4,608.96,United States,1
SO73404,6/20/2015,3,553.97,United States,1
SO73405,6/20/2015,5,575.71,United States,1
SO73406,6/20/2015,2,1170.48,United States,1
SO73407,6/20/2015,2,1174.48,United States,3
SO73408,6/20/2015,2,1735.98,Canada,2
SO73409,6/20/2015,2,1750.98,United States,2
SO73410,6/20/2015,3,21.93,United Kingdom,2
SO73411,6/20/2015,1,742.35,Australia,3
SO73412,6/20/2015,3,553.97,Australia,1
SO73413,6/21/2015,2,49.48,Australia,2
SO73414,6/21/2015,2,28.98,Australia,1
SO73415,6/21/2015,1,24.99,Australia,3
SO73416,6/21/2015,2,7.28,Australia,1
SO73417,6/21/2015,2,39.98,Australia,1
SO73418,6/21/2015,1,4.99,Australia,2
SO73419,6/21/2015,4,2317.92,United Kingdom,2
SO73420,6/21/2015,2,819.48,United Kingdom,1
SO73421,6/21/2015,4,806.76,Germany,2
SO73422,6/21/2015,5,2438.45,France,1
SO73423,6/21/2015,3,2334.97,United Kingdom,1
SO73424,6/21/2015,2,2439.99,United Kingdom,1
SO73425,6/21/2015,1,2294.99,Germany,1
SO73426,6/21/2015,2,14.98,United Kingdom,1
SO73427,6/21/2015,2,2354.98,Germany,2
SO73428,6/21/2015,2,618.98,France,3
SO73429,6/21/2015,2,6.28,United States,2
SO73430,6/21/2015,1,49.99,United States,2
SO73431,6/21/2015,2,7.28,Canada,2
SO73432,6/21/2015,1,3.99,United States,3
SO73433,6/21/2015,3,60.47,United States,1
SO73434,6/21/2015,3,64.97,United States,2
SO73435,6/21/2015,2,27.28,United States,2
SO73436,6/21/2015,5,123.95,United States,1
SO73437,6/21/2015,5,98.95,Canada,1
SO73438,6/21/2015,1,29.99,United States,3
SO73439,6/21/2015,3,89.97,Canada,2
SO73440,6/21/2015,2,34.98,United States,1
SO73441,6/21/2015,4,94.46,United States,2
SO73442,6/21/2015,2,14.98,United States,2
SO73443,6/21/2015,3,78.48,Canada,2
SO73444,6/21/2015,1,69.99,United States,2
SO73445,6/21/2015,2,39.98,United States,3
SO73446,6/21/2015,2,119.98,United States,2
SO73447,6/21/2015,1,4.99,United States,2
SO73448,6/21/2015,3,80.96,Canada,1
SO73449,6/21/2015,2,124.99,United States,1
SO73450,6/21/2015,2,39.98,United Kingdom,1
SO73451,6/21/2015,2,30.97,United States,2
SO73452,6/21/2015,1,21.98,Canada,4
SO73453,6/21/2015,3,63.97,France,2
SO73454,6/21/2015,1,53.99,France,1
SO73455,6/21/2015,2,27.28,Germany,1
SO73456,6/21/2015,1,21.49,Germany,3
SO73457,6/21/2015,3,53.47,United Kingdom,2
SO73458,6/21/2015,2,25.48,France,2
SO73459,6/21/2015,2,38.98,Germany,1
SO73460,6/21/2015,3,68.97,Germany,1
SO73461,6/21/2015,2,37.29,United States,2
SO73462,6/21/2015,1,4.99,United Kingdom,1
SO73463,6/21/2015,3,74.98,Canada,1
SO73464,6/21/2015,1,2443.35,United States,2
SO73465,6/21/2015,2,2297.28,United States,1
SO73466,6/21/2015,2,839.48,United States,1
SO73467,6/21/2015,4,812.42,United States,1
SO73468,6/21/2015,4,2337.27,United States,2
SO73469,6/21/2015,1,2384.07,United Kingdom,4
SO73470,6/21/2015,1,9.99,Australia,2
SO73471,6/21/2015,6,2566.8,Australia,2
SO73472,6/21/2015,1,1700.99,Australia,1
SO73473,6/21/2015,1,1700.99,Australia,2
SO73474,6/21/2015,4,1732.26,Australia,1
SO73475,6/21/2015,2,1754.98,Australia,2
SO73476,6/21/2015,2,1155.48,Australia,3
SO73477,6/21/2015,1,1214.85,United States,2
SO73478,6/21/2015,3,2469.05,United States,1
SO73479,6/21/2015,2,1249.84,United States,1
SO73480,6/21/2015,1,2384.07,Canada,4
SO73481,6/21/2015,2,2438.06,United States,1
SO73482,6/21/2015,2,2438.06,United States,2
SO73483,6/21/2015,4,556.26,United States,1
SO73484,6/21/2015,3,563.77,Canada,1
SO73485,6/21/2015,4,608.96,United States,2
SO73486,6/21/2015,2,1155.48,United States,2
SO73487,6/21/2015,2,1155.48,Canada,2
SO73488,6/21/2015,2,1754.98,Canada,2
SO73489,6/21/2015,2,1754.98,United States,2
SO73490,6/21/2015,2,1735.98,United States,2
SO73491,6/21/2015,4,1810.46,United States,2
SO73492,6/21/2015,4,1764.96,Germany,1
SO73493,6/21/2015,2,1155.48,France,1
SO73494,6/21/2015,1,539.99,Germany,2
SO73495,6/21/2015,3,565.47,United Kingdom,1
SO73496,6/21/2015,3,553.97,Germany,1
SO73497,6/21/2015,3,68.97,France,2
SO73498,6/21/2015,2,777.34,Australia,1
SO73499,6/21/2015,3,2447.05,Australia,1
SO73500,6/21/2015,1,539.99,Australia,2
SO73501,6/21/2015,3,553.97,Australia,1
SO73502,6/21/2015,3,1274.33,Australia,2
SO73503,6/21/2015,4,2433.04,Australia,2
SO73504,6/22/2015,2,618.98,Australia,2
SO73505,6/22/2015,2,27.28,Australia,2
SO73506,6/22/2015,1,21.98,Australia,2
SO73507,6/22/2015,2,2451.3,Germany,2
SO73508,6/22/2015,2,2322.28,United Kingdom,2
SO73509,6/22/2015,2,2354.98,United Kingdom,2
SO73510,6/22/2015,3,828.47,France,2
SO73511,6/22/2015,3,53.97,United Kingdom,2
SO73512,6/22/2015,3,2404.97,France,2
SO73513,6/22/2015,4,2369.96,France,2
SO73514,6/22/2015,3,2309.97,Germany,2
SO73515,6/22/2015,3,2364.98,Germany,2
SO73516,6/22/2015,2,39.98,United States,2
SO73517,6/22/2015,2,29.48,United States,2
SO73518,6/22/2015,2,39.98,Canada,1
SO73519,6/22/2015,2,30.48,Canada,2
SO73520,6/22/2015,3,38.88,United States,2
SO73521,6/22/2015,3,68.97,United States,1
SO73522,6/22/2015,3,71.58,United States,1
SO73523,6/22/2015,3,195.59,United States,2
SO73524,6/22/2015,1,29.99,United States,4
SO73525,6/22/2015,2,34.98,United States,2
SO73526,6/22/2015,2,14.98,United States,2
SO73527,6/22/2015,5,71.94,United States,1
SO73528,6/22/2015,2,123.98,United States,2
SO73529,6/22/2015,1,9.99,Canada,3
SO73530,6/22/2015,2,78.98,United States,2
SO73531,6/22/2015,1,69.99,United States,2
SO73532,6/22/2015,2,123.98,Canada,1
SO73533,6/22/2015,1,4.99,United States,1
SO73534,6/22/2015,3,15.23,United States,1
SO73535,6/22/2015,3,68.97,Canada,2
SO73536,6/22/2015,2,39.98,United States,1
SO73537,6/22/2015,3,103.48,United States,1
SO73538,6/22/2015,3,96.46,United States,2
SO73539,6/22/2015,2,56.97,United States,2
SO73540,6/22/2015,4,111.96,Germany,2
SO73541,6/22/2015,4,128.97,Germany,1
SO73542,6/22/2015,3,71.58,France,2
SO73543,6/22/2015,2,27.28,Germany,2
SO73544,6/22/2015,3,31.27,France,2
SO73545,6/22/2015,3,37.27,Germany,1
SO73546,6/22/2015,2,38.98,Germany,1
SO73547,6/22/2015,2,38.98,France,2
SO73548,6/22/2015,3,36.27,United Kingdom,1
SO73549,6/22/2015,2,25.48,Germany,2
SO73550,6/22/2015,1,4.99,United Kingdom,2
SO73551,6/22/2015,1,35,Canada,4
SO73552,6/22/2015,3,94.98,United States,2
SO73553,6/22/2015,4,45.95,United States,1
SO73554,6/22/2015,4,2414.97,United States,2
SO73555,6/22/2015,6,2416.43,United States,2
SO73556,6/22/2015,3,2319.26,United States,1
SO73557,6/22/2015,1,2319.99,United States,3
SO73558,6/22/2015,2,574.98,United States,2
SO73559,6/22/2015,3,2350.96,United States,2
SO73560,6/22/2015,1,2319.99,United States,2
SO73561,6/22/2015,4,2344.96,United States,1
SO73562,6/22/2015,4,2384.96,United States,1
SO73563,6/22/2015,1,539.99,Australia,2
SO73564,6/22/2015,3,1137.43,Australia,1
SO73565,6/22/2015,2,1155.48,Australia,3
SO73566,6/22/2015,2,1155.48,Australia,1
SO73567,6/22/2015,4,2342.93,Australia,1
SO73568,6/22/2015,2,777.34,United States,1
SO73569,6/22/2015,3,2447.05,United States,2
SO73570,6/22/2015,5,2536.54,United States,2
SO73571,6/22/2015,2,603.49,United States,2
SO73572,6/22/2015,4,600.46,United States,1
SO73573,6/22/2015,1,1120.49,United States,3
SO73574,6/22/2015,3,1179.97,United States,1
SO73575,6/22/2015,1,1700.99,Canada,2
SO73576,6/22/2015,2,1735.98,United States,1
SO73577,6/22/2015,4,791.32,Australia,2
SO73578,6/22/2015,2,2419.06,Australia,2
SO73579,6/22/2015,4,2406,Australia,1
SO73580,6/23/2015,2,43.98,United States,1
SO73581,6/23/2015,3,35.23,Australia,2
SO73582,6/23/2015,1,24.99,Australia,1
SO73583,6/23/2015,3,63.97,Australia,2
SO73584,6/23/2015,3,63.97,Australia,1
SO73585,6/23/2015,1,4.99,Australia,3
SO73586,6/23/2015,4,122.96,Australia,1
SO73587,6/23/2015,2,2329.99,France,2
SO73588,6/23/2015,3,848.47,United Kingdom,1
SO73589,6/23/2015,4,2394.97,France,1
SO73590,6/23/2015,5,2372.95,Germany,2
SO73591,6/23/2015,2,7.28,United States,1
SO73592,6/23/2015,3,88.98,Canada,1
SO73593,6/23/2015,3,71.58,United States,1
SO73594,6/23/2015,2,27.28,Canada,2
SO73595,6/23/2015,2,78.98,United States,2
SO73596,6/23/2015,2,14.98,Canada,1
SO73597,6/23/2015,1,69.99,Canada,2
SO73598,6/23/2015,1,69.99,United States,2
SO73599,6/23/2015,2,78.98,United States,2
SO73600,6/23/2015,1,69.99,United States,4
SO73601,6/23/2015,2,39.98,United States,1
SO73602,6/23/2015,3,48.97,Canada,2
SO73603,6/23/2015,2,39.98,Canada,1
SO73604,6/23/2015,3,38.88,France,2
SO73605,6/23/2015,1,53.99,France,2
SO73606,6/23/2015,1,21.49,United Kingdom,3
SO73607,6/23/2015,2,32.28,Germany,2
SO73608,6/23/2015,3,60.47,United Kingdom,2
SO73609,6/23/2015,4,118.96,United Kingdom,1
SO73610,6/23/2015,4,99.47,United States,1
SO73611,6/23/2015,1,35,Canada,1
SO73612,6/23/2015,3,74.98,Canada,2
SO73613,6/23/2015,1,8.99,Germany,2
SO73614,6/23/2015,2,43.98,United Kingdom,1
SO73615,6/23/2015,1,2294.99,United States,1
SO73616,6/23/2015,3,848.47,United States,2
SO73617,6/23/2015,3,848.47,United States,2
SO73618,6/23/2015,5,2462.03,United Kingdom,1
SO73619,6/23/2015,3,615.47,Australia,1
SO73620,6/23/2015,2,548.98,Australia,2
SO73621,6/23/2015,4,1237.82,United States,1
SO73622,6/23/2015,3,2398.05,United States,1
SO73623,6/23/2015,2,2419.06,United States,2
SO73624,6/23/2015,2,2438.06,United States,2
SO73625,6/23/2015,1,539.99,United States,2
SO73626,6/23/2015,5,624.95,United States,1
SO73627,6/23/2015,3,565.47,Canada,2
SO73628,6/23/2015,2,1145.48,Canada,2
SO73629,6/23/2015,3,1729.97,Germany,2
SO73630,6/23/2015,3,1750.47,France,1
SO73631,6/23/2015,4,1169.46,France,2
SO73632,6/23/2015,3,563.77,United Kingdom,2
SO73633,6/23/2015,4,562.96,United Kingdom,1
SO73634,6/23/2015,3,553.97,Germany,2
SO73635,6/23/2015,2,2419.06,France,2
SO73636,6/23/2015,2,2413.06,France,2
SO73637,6/23/2015,1,2384.07,Australia,2
SO73638,6/23/2015,4,567.76,Australia,2
SO73639,6/23/2015,2,1223.84,Australia,2
SO73640,6/23/2015,3,2398.05,Australia,2
SO73641,6/23/2015,4,2461.55,Australia,2
SO73642,6/24/2015,4,1764.96,Australia,1
SO73643,6/24/2015,3,22.97,United States,1
SO73644,6/24/2015,2,34.98,Australia,2
SO73645,6/24/2015,2,32.28,Australia,3
SO73646,6/24/2015,2,34.98,Australia,2
SO73647,6/24/2015,2,78.98,Australia,2
SO73648,6/24/2015,2,78.98,Australia,2
SO73649,6/24/2015,1,4.99,Australia,4
SO73650,6/24/2015,2,36.59,Australia,1
SO73651,6/24/2015,1,7.95,Australia,1
SO73652,6/24/2015,3,36.27,Australia,2
SO73653,6/24/2015,2,62.98,Australia,2
SO73654,6/24/2015,2,13.98,Australia,2
SO73655,6/24/2015,3,2334.97,United Kingdom,1
SO73656,6/24/2015,4,819.46,United Kingdom,1
SO73657,6/24/2015,4,2331.95,France,2
SO73658,6/24/2015,3,2357.28,Germany,1
SO73659,6/24/2015,3,2309.97,France,2
SO73660,6/24/2015,3,2334.97,United Kingdom,1
SO73661,6/24/2015,2,2354.98,Germany,2
SO73662,6/24/2015,1,2294.99,United Kingdom,3
SO73663,6/24/2015,1,34.99,United States,2
SO73664,6/24/2015,2,39.98,United States,2
SO73665,6/24/2015,1,4.99,Canada,3
SO73666,6/24/2015,3,69.97,United States,1
SO73667,6/24/2015,2,93.49,Canada,2
SO73668,6/24/2015,3,69.97,United States,2
SO73669,6/24/2015,1,29.99,United States,1
SO73670,6/24/2015,3,49.97,United States,2
SO73671,6/24/2015,3,69.97,United States,1
SO73672,6/24/2015,4,77.92,United States,1
SO73673,6/24/2015,2,78.98,United States,2
SO73674,6/24/2015,2,13.98,Canada,2
SO73675,6/24/2015,1,32.6,France,2
SO73676,6/24/2015,2,58.98,France,2
SO73677,6/24/2015,3,58.47,United Kingdom,2
SO73678,6/24/2015,2,56.48,France,2
SO73679,6/24/2015,3,83.97,Germany,1
SO73680,6/24/2015,3,36.27,France,2
SO73681,6/24/2015,3,74.98,Canada,1
SO73682,6/24/2015,2,39.99,United States,2
SO73683,6/24/2015,3,48.98,United States,2
SO73684,6/24/2015,3,36.96,United States,2
SO73685,6/24/2015,1,8.99,United Kingdom,4
SO73686,6/24/2015,1,49.99,France,1
SO73687,6/24/2015,5,617.91,United States,2
SO73688,6/24/2015,4,2379.95,United States,2
SO73689,6/24/2015,4,1282.82,United Kingdom,1
SO73690,6/24/2015,3,1763.97,Australia,2
SO73691,6/24/2015,3,1183.47,Australia,2
SO73692,6/24/2015,2,2322.28,Australia,2
SO73693,6/24/2015,4,2340.23,Australia,2
SO73694,6/24/2015,4,2318.96,Australia,1
SO73695,6/24/2015,5,2540.34,United States,1
SO73696,6/24/2015,1,2384.07,United States,2
SO73697,6/24/2015,3,2398.05,United States,2
SO73698,6/24/2015,4,2420.34,United States,2
SO73699,6/24/2015,3,2482.56,United States,2
SO73700,6/24/2015,3,2443.55,Canada,1
SO73701,6/24/2015,3,615.47,United States,2
SO73702,6/24/2015,3,553.97,United States,2
SO73703,6/24/2015,4,588.96,Canada,1
SO73704,6/24/2015,1,539.99,United States,2
SO73705,6/24/2015,4,1764.96,United States,1
SO73706,6/24/2015,3,1779.47,France,1
SO73707,6/24/2015,3,1775.47,United Kingdom,2
SO73708,6/24/2015,3,563.77,France,1
SO73709,6/24/2015,2,777.34,Australia,1
SO73710,6/24/2015,3,756.33,Australia,2
SO73711,6/24/2015,1,742.35,Australia,2
SO73712,6/24/2015,2,2419.06,Australia,1
SO73713,6/24/2015,4,556.26,Australia,1
SO73714,6/24/2015,4,588.96,Australia,1
SO73715,6/24/2015,4,2433.04,Australia,2
SO73716,6/25/2015,3,1729.97,Australia,1
SO73717,6/25/2015,3,31.27,Australia,2
SO73718,6/25/2015,3,110.96,Australia,1
SO73719,6/25/2015,3,82.97,Australia,2
SO73720,6/25/2015,2,38.98,Australia,1
SO73721,6/25/2015,2,161.29,Australia,1
SO73722,6/25/2015,2,10.24,Australia,2
SO73723,6/25/2015,2,2478.34,United Kingdom,2
SO73724,6/25/2015,5,2523.92,France,1
SO73725,6/25/2015,1,2443.35,United Kingdom,2
SO73726,6/25/2015,4,2369.96,United Kingdom,2
SO73727,6/25/2015,5,2399.95,Germany,1
SO73728,6/25/2015,2,58.98,Canada,2
SO73729,6/25/2015,2,39.98,Canada,2
SO73730,6/25/2015,3,27.77,United States,2
SO73731,6/25/2015,3,88.98,United States,1
SO73732,6/25/2015,1,32.6,United States,2
SO73733,6/25/2015,3,38.88,United States,2
SO73734,6/25/2015,2,27.28,Canada,2
SO73735,6/25/2015,3,71.58,United States,1
SO73736,6/25/2015,3,45.58,United States,1
SO73737,6/25/2015,3,68.97,Canada,1
SO73738,6/25/2015,2,14.98,Canada,1
SO73739,6/25/2015,3,63.97,Canada,2
SO73740,6/25/2015,2,119.98,United States,2
SO73741,6/25/2015,1,69.99,Canada,2
SO73742,6/25/2015,3,128.97,Canada,1
SO73743,6/25/2015,1,4.99,United States,2
SO73744,6/25/2015,2,13.98,United States,2
SO73745,6/25/2015,1,4.99,United States,2
SO73746,6/25/2015,3,80.96,United States,2
SO73747,6/25/2015,2,123.98,United Kingdom,2
SO73748,6/25/2015,1,24.99,United Kingdom,2
SO73749,6/25/2015,1,3.99,Germany,3
SO73750,6/25/2015,1,3.99,France,2
SO73751,6/25/2015,2,23.78,France,2
SO73752,6/25/2015,1,539.99,United States,2
